Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.0.237-64.59.168.13-62819-53-6,10.0.0.237,62819,64.59.168.13,53,6,30/03/2025 07:11:07 p.m.,85402,5,3,51.0,195.0,49.0,0.0,10.2,21.70714168194422,195.0,0.0,65.0,112.58330249197702,2880.494601999953,93.67462120325051,12200.285714285716,25138.104673412206,67400.0,0.0,85402.0,21350.5,32158.62327588045,68045.0,61.0,67720.0,33860.0,47885.271221953,67720.0,0.0,0,0,0,0,112,72,58.54663825203156,35.12798295121894,0.0,195.0,27.333333333333332,64.90955245570562,4213.25,1,2,0,3,7,0,0,0,0.0,30.75,10.2,65.0,0,0,0,0,0,0,0,6,0,24,65535,58,2,20,0,0,0,0,1.7433870676156375E15,32915.97297063214,1.743387067673012E15,1.743387067588477E15,No Label
10.0.0.237-64.59.168.13-62820-53-6,10.0.0.237,62820,64.59.168.13,53,6,30/03/2025 07:11:07 p.m.,85580,5,3,51.0,108.0,49.0,0.0,10.2,21.70714168194422,108.0,0.0,36.0,62.353829072479584,1857.9107268053283,93.4797849964945,12225.714285714286,25072.83493952692,67318.0,0.0,85580.0,21395.0,32270.875775741406,68283.0,22.0,67720.0,33860.0,47885.271221953,67720.0,0.0,0,0,0,0,112,72,58.424865622809065,35.054919373685436,0.0,108.0,17.666666666666668,37.51666296460814,1407.4999999999998,1,2,0,3,7,0,0,0,0.0,19.875,10.2,36.0,0,0,0,0,0,0,0,6,0,13,65535,58,2,20,0,0,0,0,1.7433870676157165E15,32880.80499523446,1.743387067673051E15,1.743387067588669E15,No Label
10.0.0.237-64.59.168.13-62818-53-6,10.0.0.237,62818,64.59.168.13,53,6,30/03/2025 07:11:07 p.m.,86223,5,3,51.0,163.0,49.0,0.0,10.2,21.70714168194422,163.0,0.0,54.333333333333336,94.108093877909,2481.936374285284,92.7826681975807,12317.57142857143,25037.52956967562,67248.0,0.0,86223.0,21555.75,32318.92054070907,68445.0,23.0,67720.0,33860.0,47885.271221953,67720.0,0.0,0,0,0,0,112,72,57.98916762348794,34.79350057409276,0.0,163.0,23.77777777777778,54.641508438589476,2985.694444444445,1,2,0,3,7,0,0,0,0.0,26.75,10.2,54.333333333333336,0,0,0,0,0,0,0,6,0,20,65535,58,2,20,0,0,0,0,1.7433870676156652E15,32951.62127574302,1.74338706767305E15,1.743387067588273E15,No Label
10.0.0.237-54.82.86.72-62801-443-6,10.0.0.237,62801,54.82.86.72,443,6,30/03/2025 07:11:07 p.m.,329124,5,7,1931.0,799.0,1387.0,0.0,386.2,601.255935521638,395.0,0.0,114.14285714285714,156.78587156950567,8294.746053159295,36.460422211689206,29920.36363636364,41482.51821013939,94476.0,0.0,234648.0,58662.0,38756.84317209887,80265.0,580.0,253012.0,42168.66666666667,46542.694286715574,94564.0,0.0,0,0,0,0,112,152,15.191842588203837,21.268579623485373,0.0,1387.0,209.99999999999997,393.40161836643904,154764.83333333334,1,2,0,6,11,0,0,0,1.0,227.5,386.2,114.14285714285714,0,0,0,0,6,10823,0,160,0,66,65535,180,3,20,0,0,0,0,1.7433870675107512E15,99390.31022431662,1.743387067682753E15,1.74338706735391E15,No Label
10.0.0.237-54.82.86.72-62801-443-6,10.0.0.237,62801,54.82.86.72,443,6,30/03/2025 07:11:07 p.m.,1776,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,13513.513513513513,1689.1891891891892,888.0,188.09040379562165,1021.0,755.0,1776.0,888.0,188.09040379562165,1021.0,755.0,0,0,0,0,0,0,0,0,0,60,0,1689.1891891891892,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,252,0,1,20,0,0,0,0,0,0,0,0,No Label
10.0.0.237-64.59.168.13-62826-53-6,10.0.0.237,62826,64.59.168.13,53,6,30/03/2025 07:11:08 p.m.,47283,5,3,44.0,60.0,42.0,0.0,8.8,18.579558659989747,60.0,0.0,20.0,34.64101615137755,2199.5220269441447,169.19400207262652,6754.714285714286,12501.383386306836,32377.0,0.0,47283.0,11820.75,15391.825392612362,32462.0,45.0,14662.0,7331.0,10367.59962575716,14662.0,0.0,0,0,0,0,112,72,105.74625129539159,63.44775077723495,0.0,60.0,11.555555555555555,22.82055603568366,520.7777777777778,1,2,0,3,7,0,0,0,0.0,13.0,8.8,20.0,0,0,0,0,0,0,0,5,0,7,65535,58,2,20,0,0,0,0,1.7433870684073165E15,17298.923860413553,1.743387068425383E15,1.743387068378474E15,No Label
10.0.0.237-64.59.168.13-62827-53-6,10.0.0.237,62827,64.59.168.13,53,6,30/03/2025 07:11:08 p.m.,47231,5,4,44.0,101.0,42.0,0.0,8.8,18.579558659989747,101.0,0.0,25.25,50.5,3070.0175732040398,190.5528148885266,5903.875,11719.128142089508,32140.0,0.0,47231.0,11807.75,15296.356153781637,32250.0,19.0,14662.0,4887.333333333334,8465.109646858293,14662.0,0.0,0,0,0,0,112,92,105.86267493807033,84.69013995045627,0.0,101.0,14.5,33.11008574102124,1096.2777777777778,1,2,0,3,8,0,0,0,0.0,16.11111111111111,8.8,25.25,0,0,0,0,0,0,0,4,0,11,65535,58,2,20,0,0,0,0,1.7433870684104032E15,17056.557629343766,1.743387068425428E15,1.743387068378736E15,No Label
10.0.0.237-64.59.168.13-62825-53-6,10.0.0.237,62825,64.59.168.13,53,6,30/03/2025 07:11:08 p.m.,47867,5,3,44.0,72.0,42.0,0.0,8.8,18.579558659989747,72.0,0.0,24.0,41.569219381653056,2423.3814527753984,167.12975536382058,6838.142857142858,11938.052597032894,29677.0,0.0,47867.0,11966.75,14533.675960219654,29762.0,59.0,17642.0,8821.0,12474.777833693071,17642.0,0.0,0,0,0,0,112,72,104.45609710238787,62.67365826143272,0.0,72.0,12.88888888888889,26.117256959931893,682.111111111111,1,2,0,3,7,0,0,0,0.0,14.5,8.8,24.0,0,0,0,0,0,0,0,5,0,9,65535,58,2,20,0,0,0,0,1.743387068405497E15,17020.3558423436,1.743387068425369E15,1.743387068378194E15,No Label
10.0.0.237-54.82.86.72-62824-443-6,10.0.0.237,62824,54.82.86.72,443,6,30/03/2025 07:11:08 p.m.,339356,5,7,1931.0,799.0,1387.0,0.0,386.2,601.255935521638,395.0,0.0,114.14285714285714,156.78587156950567,8044.649276865593,35.36109572248612,30850.545454545452,42604.55312138278,90500.0,0.0,248856.0,62214.0,41318.48707297981,85878.0,363.0,260037.0,43339.5,47528.155570145995,90619.0,0.0,0,0,0,0,112,152,14.733789884369218,20.627305838116904,0.0,1387.0,209.99999999999997,393.40161836643904,154764.83333333334,1,2,0,6,11,0,0,0,1.0,227.5,386.2,114.14285714285714,0,0,0,0,6,10517,0,160,0,66,65535,180,3,20,0,0,0,0,1.743387068505439E15,103676.65395363186,1.743387068678952E15,1.743387068339833E15,No Label
10.0.0.237-54.82.86.72-62824-443-6,10.0.0.237,62824,54.82.86.72,443,6,30/03/2025 07:11:08 p.m.,1816,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,13215.859030837006,1651.9823788546257,908.0,140.0071426749364,1007.0,809.0,1816.0,908.0,140.0071426749364,1007.0,809.0,0,0,0,0,0,0,0,0,0,60,0,1651.9823788546257,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,252,0,1,20,0,0,0,0,0,0,0,0,No Label
10.0.0.237-64.59.168.13-62830-53-6,10.0.0.237,62830,64.59.168.13,53,6,30/03/2025 07:11:08 p.m.,43761,5,3,51.0,67.0,49.0,0.0,10.2,21.70714168194422,67.0,0.0,22.333333333333332,38.68246803570492,2696.4648888279517,182.81117890358996,6251.571428571428,10470.36229645601,23416.0,0.0,43761.0,10940.25,12592.996635034888,23766.0,20.0,23845.0,11922.5,16860.961197393226,23845.0,0.0,0,0,0,0,112,72,114.25698681474371,68.55419208884624,0.0,67.0,13.11111111111111,25.852680926958254,668.3611111111111,1,2,0,3,7,0,0,0,0.0,14.75,10.2,22.333333333333332,0,0,0,0,0,0,0,6,0,8,65535,58,2,20,0,0,0,0,1.743387068663719E15,15316.620643222363,1.743387068686486E15,1.743387068643268E15,No Label
10.0.0.237-64.59.168.13-62829-53-6,10.0.0.237,62829,64.59.168.13,53,6,30/03/2025 07:11:08 p.m.,44202,5,4,51.0,79.0,49.0,0.0,10.2,21.70714168194422,79.0,0.0,19.75,39.5,2941.043391701733,203.6106963485815,5525.25,9965.224572768759,23358.0,0.0,44202.0,11050.5,12716.178684389952,23881.0,20.0,23845.0,7948.333333333334,13766.917168826625,23845.0,0.0,0,0,0,0,112,92,113.11705352698974,90.49364282159179,0.0,79.0,13.0,27.80087928265739,772.8888888888889,1,2,0,3,8,0,0,0,0.0,14.444444444444445,10.2,19.75,0,0,0,0,0,0,0,5,0,8,65535,58,2,20,0,0,0,0,1.7433870686675038E15,16610.543260845403,1.743387068686506E15,1.743387068643073E15,No Label
10.0.0.237-64.59.168.13-62831-53-6,10.0.0.237,62831,64.59.168.13,53,6,30/03/2025 07:11:08 p.m.,43875,5,4,51.0,101.0,49.0,0.0,10.2,21.70714168194422,101.0,0.0,25.25,50.5,3464.3874643874647,205.12820512820514,5484.375,7702.630106241077,19388.0,0.0,43875.0,10968.75,12733.639421495594,24140.0,55.0,23845.0,7948.333333333334,7044.0416192221155,13418.0,0.0,0,0,0,0,112,92,113.96011396011397,91.16809116809118,0.0,101.0,15.200000000000001,33.82241203042083,1143.9555555555557,1,2,0,3,8,0,0,0,0.0,16.88888888888889,10.2,25.25,0,0,0,0,0,0,0,5,0,11,65535,58,2,20,0,0,0,0,1.7433870686657845E15,12514.516274086467,1.743387068676079E15,1.743387068643505E15,No Label
10.0.0.237-64.59.168.13-62834-53-6,10.0.0.237,62834,64.59.168.13,53,6,30/03/2025 07:11:08 p.m.,37886,5,3,44.0,60.0,42.0,0.0,8.8,18.579558659989747,60.0,0.0,20.0,34.64101615137755,2745.0773372749827,211.15979517499866,5412.285714285715,9099.35759113953,20142.0,0.0,37886.0,9471.5,10911.49649070496,20283.0,53.0,17497.0,8748.5,12372.247350421023,17497.0,0.0,0,0,0,0,112,72,131.97487198437418,79.1849231906245,0.0,60.0,11.555555555555555,22.82055603568366,520.7777777777778,1,2,0,3,7,0,0,0,0.0,13.0,8.8,20.0,0,0,0,0,0,0,0,5,0,7,65535,58,2,20,0,0,0,0,1.74338706896728E15,13263.528357869183,1.743387068985119E15,1.743387068947674E15,No Label
10.0.0.237-64.59.168.13-62835-53-6,10.0.0.237,62835,64.59.168.13,53,6,30/03/2025 07:11:08 p.m.,41413,5,3,44.0,101.0,42.0,0.0,8.8,18.579558659989747,101.0,0.0,33.666666666666664,58.3123771881522,3501.3160118803276,193.17605582788013,5916.142857142857,8737.6819089995,19894.0,26.0,41413.0,10353.25,11847.890286882302,21131.0,26.0,21303.0,10651.5,9680.998941225022,17497.0,3806.0,0,0,0,0,112,72,120.73503489242509,72.44102093545506,0.0,101.0,16.11111111111111,34.70030419335126,1204.111111111111,1,2,0,3,7,0,0,0,0.0,18.125,8.8,33.666666666666664,0,0,0,0,0,0,0,5,0,12,65535,58,2,20,0,0,0,0,1.7433870689681445E15,13323.719780902029,1.743387068985146E15,1.74338706894797E15,No Label
10.0.0.237-64.59.168.13-62833-53-6,10.0.0.237,62833,64.59.168.13,53,6,30/03/2025 07:11:08 p.m.,42162,5,3,44.0,72.0,42.0,0.0,8.8,18.579558659989747,72.0,0.0,24.0,41.569219381653056,2751.2926331767944,189.7443195294341,6023.142857142857,8888.38171301112,20536.0,60.0,42162.0,10540.5,12415.484995225384,24726.0,60.0,24703.0,12351.5,12085.161997259283,20897.0,3806.0,0,0,0,0,112,72,118.59019970589631,71.15411982353778,0.0,72.0,12.88888888888889,26.117256959931893,682.111111111111,1,2,0,3,7,0,0,0,0.0,14.5,8.8,24.0,0,0,0,0,0,0,0,5,0,9,65535,58,2,20,0,0,0,0,1.7433870689659555E15,13464.772459445256,1.743387068985112E15,1.743387068947313E15,No Label
10.0.0.237-64.59.168.13-62836-53-6,10.0.0.237,62836,64.59.168.13,53,6,30/03/2025 07:11:09 p.m.,46860,5,3,39.0,67.0,37.0,0.0,7.8,16.34625339336204,67.0,0.0,22.333333333333332,38.68246803570492,2262.0571916346566,170.72129748186086,6694.285714285715,11262.317800439449,24624.0,0.0,46860.0,11715.0,13467.178645383252,24794.0,75.0,22006.0,11003.0,15560.591826791166,22006.0,0.0,0,0,0,0,112,72,106.70081092616304,64.02048655569783,0.0,67.0,11.777777777777779,24.01446323456855,576.6944444444445,1,2,0,3,7,0,0,0,0.0,13.25,7.8,22.333333333333332,0,0,0,0,0,0,0,4,0,8,65535,58,2,20,0,0,0,0,1.7433870690255088E15,16420.49190617886,1.743387069047798E15,1.743387069001413E15,No Label
10.0.0.237-64.59.168.13-62838-53-6,10.0.0.237,62838,64.59.168.13,53,6,30/03/2025 07:11:09 p.m.,46379,5,3,39.0,89.0,37.0,0.0,7.8,16.34625339336204,89.0,0.0,29.666666666666668,51.3841739578767,2759.8697686452924,172.49186054033078,6625.571428571428,11030.92881941714,23986.0,0.0,46379.0,11594.75,13254.546348957654,24211.0,29.0,22006.0,11003.0,15560.591826791166,22006.0,0.0,0,0,0,0,112,72,107.80741283770674,64.68444770262404,0.0,89.0,14.222222222222221,30.56459462260942,934.1944444444446,1,2,0,3,7,0,0,0,0.0,16.0,7.8,29.666666666666668,0,0,0,0,0,0,0,4,0,11,65535,58,2,20,0,0,0,0,1.743387069025717E15,16185.34927025055,1.743387069047844E15,1.743387069002106E15,No Label
10.0.0.237-64.59.168.13-62837-53-6,10.0.0.237,62837,64.59.168.13,53,6,30/03/2025 07:11:09 p.m.,46941,5,3,39.0,55.0,37.0,0.0,7.8,16.34625339336204,55.0,0.0,18.333333333333332,31.754264805429415,2002.5137939115061,170.42670586480904,6705.857142857143,11033.199889856243,24212.0,0.0,46941.0,11735.25,13376.393419627977,24450.0,33.0,22006.0,11003.0,15560.591826791166,22006.0,0.0,0,0,0,0,112,72,106.51669116550565,63.91001469930339,0.0,55.0,10.444444444444445,20.664650439283452,427.02777777777777,1,2,0,3,7,0,0,0,0.0,11.75,7.8,18.333333333333332,0,0,0,0,0,0,0,4,0,6,65535,58,2,20,0,0,0,0,1.7433870690257065E15,16263.30216921322,1.74338706904784E15,1.743387069001893E15,No Label
10.0.0.237-54.82.86.72-62771-443-6,10.0.0.237,62771,54.82.86.72,443,6,30/03/2025 07:10:59 p.m.,9700412,29,32,2038.0,8513.0,787.0,0.0,70.27586206896552,147.42356289464627,4380.0,0.0,266.0312499999999,766.9500755243293,1087.6857601512183,6.288392699196694,161673.53333333338,316327.1230492133,1154616.0,0.0,9700412.0,346443.2857142857,408704.2749667998,1154616.0,336.0,9000894.0,290351.4193548387,439324.03464859317,1235316.0,0.0,0,0,0,0,592,652,2.9895637422410513,3.2988289569556426,0.0,4380.0,170.1774193548387,564.7505331804986,318943.16472765745,1,2,0,37,60,0,0,0,1.0,172.9672131147541,70.27586206896552,266.03125,0,0,0,0,12,1568,0,33,0,139,65535,257,14,20,0,0,0,0,1.7433870631140638E15,3054114.6873697047,1.74338706876321E15,1.743387059678495E15,No Label
54.82.86.72-10.0.0.237-443-62771-6,54.82.86.72,443,10.0.0.237,62771,6,30/03/2025 07:11:09 p.m.,0,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0,0,0,0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,40,0,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,1,0,0,1,2,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,1,12,0,0,257,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.237-54.82.86.72-62840-443-6,10.0.0.237,62840,54.82.86.72,443,6,30/03/2025 07:11:09 p.m.,319840,5,7,1931.0,799.0,1387.0,0.0,386.2,601.255935521638,395.0,0.0,114.14285714285714,156.78587156950567,8535.51775887944,37.51875937968985,29076.363636363636,40462.72144646904,94448.0,0.0,225392.0,56348.0,37301.44603988787,78609.0,572.0,245150.0,40858.333333333336,45357.56865470929,94528.0,0.0,0,0,0,0,112,152,15.632816408204102,21.885942971485743,0.0,1387.0,209.99999999999997,393.40161836643904,154764.83333333334,1,2,0,6,11,0,0,0,1.0,227.5,386.2,114.14285714285714,0,0,0,0,6,11169,0,160,0,66,65535,180,3,20,0,0,0,0,1.743387069496675E15,95930.0755017099,1.743387069662916E15,1.743387069343311E15,No Label
10.0.0.237-54.82.86.72-62840-443-6,10.0.0.237,62840,54.82.86.72,443,6,30/03/2025 07:11:09 p.m.,2217,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,10825.439783491205,1353.1799729364006,1108.5,245.36605307173198,1282.0,935.0,2217.0,1108.5,245.36605307173198,1282.0,935.0,0,0,0,0,0,0,0,0,0,60,0,1353.1799729364006,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,252,0,1,20,0,0,0,0,0,0,0,0,No Label
10.0.0.237-64.59.168.13-62842-53-6,10.0.0.237,62842,64.59.168.13,53,6,30/03/2025 07:11:09 p.m.,32505,5,3,35.0,63.0,33.0,0.0,7.0,14.560219778561036,63.0,0.0,21.0,36.373066958946424,3014.920781418243,246.1159821565913,4643.571428571428,7828.481948567528,17903.0,0.0,32505.0,8126.25,9451.65002790518,18206.0,35.0,18130.0,9065.0,12819.845942912107,18130.0,0.0,0,0,0,0,112,72,153.82248884786955,92.29349330872174,0.0,63.0,10.88888888888889,22.346389218643605,499.3611111111111,1,2,0,3,7,0,0,0,0.0,12.25,7.0,21.0,0,0,0,0,0,0,0,4,0,7,65535,58,2,20,0,0,0,0,1.7433870699108192E15,11387.661191378826,1.743387069928E15,1.743387069895927E15,No Label
10.0.0.237-64.59.168.13-62843-53-6,10.0.0.237,62843,64.59.168.13,53,6,30/03/2025 07:11:09 p.m.,38295,5,3,35.0,51.0,33.0,0.0,7.0,14.560219778561036,51.0,0.0,17.0,29.444863728670914,2245.7239848544195,208.90455673064366,5470.714285714285,9301.371954614826,22111.0,0.0,38295.0,9573.75,11259.025842259474,22326.0,28.0,15899.0,7949.5,11242.290714084918,15899.0,0.0,0,0,0,0,112,72,130.5653479566523,78.33920877399137,0.0,51.0,9.555555555555555,18.94802833483679,359.02777777777777,1,2,0,3,7,0,0,0,0.0,10.75,7.0,17.0,0,0,0,0,0,0,0,4,0,6,65535,58,2,20,0,0,0,0,1.7433870699172728E15,13474.272510974386,1.74338706993418E15,1.743387069896413E15,No Label
10.0.0.237-64.59.168.13-62844-53-6,10.0.0.237,62844,64.59.168.13,53,6,30/03/2025 07:11:09 p.m.,38330,5,3,35.0,85.0,33.0,0.0,7.0,14.560219778561036,85.0,0.0,28.333333333333332,49.074772881118186,3130.7070180015653,208.71380120010434,5475.714285714285,9263.770447542507,21951.0,0.0,38330.0,9582.5,11243.535194353539,22106.0,76.0,15899.0,7949.5,11242.290714084918,15899.0,0.0,0,0,0,0,112,72,130.44612575006522,78.26767545003912,0.0,85.0,13.333333333333334,28.978440261684202,839.75,1,2,0,3,7,0,0,0,0.0,15.0,7.0,28.333333333333332,0,0,0,0,0,0,0,4,0,10,65535,58,2,20,0,0,0,0,1.7433870699172428E15,13415.575482797427,1.743387069934132E15,1.743387069896513E15,No Label
10.0.0.237-64.59.168.13-62846-53-6,10.0.0.237,62846,64.59.168.13,53,6,30/03/2025 07:11:10 p.m.,68952,5,3,35.0,125.0,33.0,0.0,7.0,14.560219778561036,125.0,0.0,41.666666666666664,72.16878364870321,2320.454809142592,116.0227404571296,9850.285714285714,20770.05599185428,55775.0,0.0,68952.0,17238.0,26598.352367518306,56140.0,50.0,56075.0,28037.5,39651.012755035656,56075.0,0.0,0,0,0,0,112,72,72.514212785706,43.5085276714236,0.0,125.0,17.77777777777778,41.64366031516015,1734.1944444444443,1,2,0,3,7,0,0,0,0.0,20.0,7.0,41.666666666666664,0,0,0,0,0,0,0,4,0,15,65535,58,2,20,0,0,0,0,1.7433870704578685E15,26933.46260596909,1.743387070505049E15,1.743387070436621E15,No Label
10.0.0.237-64.59.168.13-62848-53-6,10.0.0.237,62848,64.59.168.13,53,6,30/03/2025 07:11:10 p.m.,68772,5,3,35.0,125.0,33.0,0.0,7.0,14.560219778561036,125.0,0.0,41.666666666666664,72.16878364870321,2326.5282382364917,116.32641191182458,9824.57142857143,17892.77177947511,46001.0,43.0,68772.0,17193.0,22036.985577281965,46193.0,43.0,22510.0,11255.0,15482.810080860645,22203.0,307.0,0,0,0,0,112,72,72.70400744489037,43.62240446693422,0.0,125.0,17.77777777777778,41.64366031516015,1734.1944444444443,1,2,0,3,7,0,0,0,0.0,20.0,7.0,41.666666666666664,0,0,0,0,0,0,0,4,0,15,65535,58,2,20,0,0,0,0,1.7433870704783408E15,24928.68984856375,1.743387070505046E15,1.743387070437087E15,No Label
10.0.0.237-64.59.168.13-62847-53-6,10.0.0.237,62847,64.59.168.13,53,6,30/03/2025 07:11:10 p.m.,69395,5,3,35.0,51.0,33.0,0.0,7.0,14.560219778561036,51.0,0.0,17.0,29.444863728670914,1239.2823690467612,115.28208084155919,9913.57142857143,17882.82814002624,46150.0,22.0,69395.0,17348.75,22069.57086691991,46285.0,22.0,22510.0,11255.0,15482.810080860645,22203.0,307.0,0,0,0,0,112,72,72.0513005259745,43.230780315584695,0.0,51.0,9.555555555555555,18.94802833483679,359.02777777777777,1,2,0,3,7,0,0,0,0.0,10.75,7.0,17.0,0,0,0,0,0,0,0,4,0,6,65535,58,2,20,0,0,0,0,1.743387070478343E15,25031.33753899071,1.743387070505077E15,1.743387070436881E15,No Label
10.0.0.237-54.82.86.72-62845-443-6,10.0.0.237,62845,54.82.86.72,443,6,30/03/2025 07:11:10 p.m.,347533,5,7,1931.0,799.0,1387.0,0.0,386.2,601.255935521638,395.0,0.0,114.14285714285714,156.78587156950567,7855.369130413515,34.529095078740724,31593.909090909096,44060.54461182826,102768.0,0.0,260658.0,65164.5,44680.68724105901,102863.0,388.0,270673.0,45112.166666666664,49972.39393271716,103246.0,0.0,0,0,0,0,112,152,14.387122949475302,20.141972129265422,0.0,1387.0,209.99999999999997,393.40161836643904,154764.83333333334,1,2,0,6,11,0,0,0,1.0,227.5,386.2,114.14285714285714,0,0,0,0,6,10108,0,160,0,66,65535,180,3,20,0,0,0,0,1.7433870705139622E15,108483.62641423156,1.74338707069522E15,1.743387070347996E15,No Label
10.0.0.237-54.82.86.72-62845-443-6,10.0.0.237,62845,54.82.86.72,443,6,30/03/2025 07:11:10 p.m.,1372,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,17492.71137026239,2186.5889212827988,686.0,90.50966799187809,750.0,622.0,1372.0,686.0,90.50966799187809,750.0,622.0,0,0,0,0,0,0,0,0,0,60,0,2186.5889212827988,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,252,0,1,20,0,0,0,0,0,0,0,0,No Label
10.0.0.237-54.82.86.72-62852-443-6,10.0.0.237,62852,54.82.86.72,443,6,30/03/2025 07:11:11 p.m.,328038,5,7,1931.0,799.0,1387.0,0.0,386.2,601.255935521638,395.0,0.0,114.14285714285714,156.78587156950567,8322.206573628666,36.58112779616996,29821.63636363636,41265.644120194534,90365.0,0.0,237673.0,59418.25,39749.07730061164,87193.0,635.0,257328.0,42888.0,47112.08192809993,90545.0,0.0,0,0,0,0,112,152,15.242136581737482,21.338991214432475,0.0,1387.0,209.99999999999997,393.40161836643904,154764.83333333334,1,2,0,6,11,0,0,0,1.0,227.5,386.2,114.14285714285714,0,0,0,0,6,10643,0,160,0,66,65535,180,3,20,0,0,0,0,1.7433870714907582E15,100784.2585925531,1.743387071660861E15,1.743387071333197E15,No Label
10.0.0.237-54.82.86.72-62852-443-6,10.0.0.237,62852,54.82.86.72,443,6,30/03/2025 07:11:11 p.m.,2550,3,0,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0,0,0,0,9411.764705882353,1176.4705882352941,1275.0,24.041630560342615,1292.0,1258.0,2550.0,1275.0,24.041630560342615,1292.0,1258.0,0,0,0,0,0,0,0,0,0,60,0,1176.4705882352941,0.0,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,8.0,0.0,0,0,0,0,0,0,1,8,0,0,252,0,1,20,0,0,0,0,0,0,0,0,No Label
10.0.0.237-64.59.168.13-62854-53-6,10.0.0.237,62854,64.59.168.13,53,6,30/03/2025 07:11:12 p.m.,45491,5,3,34.0,71.0,32.0,0.0,6.8,14.113823011501879,71.0,0.0,23.666666666666668,40.991869112463434,2308.1488646105827,175.85896111318723,6498.714285714285,10716.435394823624,23135.0,0.0,45491.0,11372.75,12919.52502674408,23434.0,119.0,21894.0,10947.0,15481.395867298272,21894.0,0.0,0,0,0,0,112,72,109.91185069574202,65.94711041744522,0.0,71.0,11.666666666666666,24.606909598728564,605.5,1,2,0,3,7,0,0,0,0.0,13.125,6.8,23.666666666666668,0,0,0,0,0,0,0,4,0,8,65535,58,2,20,0,0,0,0,1.743387072301966E15,15782.6132032099,1.743387072323672E15,1.743387072279061E15,No Label
